,Tweet,Extracted Date/Time,Date/Time,MRT_Line,Status,From_Stn,To_Stn,Duration,New_Fr_Stn,New_To_Stn
258,"[EWL]UPDATE:Due to a track fault at #Eunos, Pls add 10 mins travel time from #TanahMerah towards #JooKoon. Train svc is still available.",3:49 PM - 22 Dec 2016,2016-12-22 15:49:00,EWL,update,TanahMerah,JooKoon,0,None,None
259,"[EWL]UPDATE:Pls add 10 mins travel time from #TanahMerah towards #JooKoon,due to a track fault at #Eunos. Train svc is still available",3:33 PM - 22 Dec 2016,2016-12-22 15:33:00,EWL,update,TanahMerah,JooKoon,0,None,None
260,"[EWL]: Due to a track fault, pls add 10 mins travel time from #TanahMerah to #Eunos towards #JooKoon. Train service is still available.",3:14 PM - 22 Dec 2016,2016-12-22 15:14:00,EWL,update,TanahMerah,Eunos,0,None,None
261,[EWL] CLEARED: Free regular bus between #OutramPark & #Aljunied have ceased.,2:05 PM - 22 Dec 2016,2016-12-22 14:05:00,EWL,cleared,,,0.0,,
262,[EWL] CLEARED: Free bridging bus services between #OutramPark & #Aljunied have ceased. Free regular bus service is still available.,1:52 PM - 22 Dec 2016,2016-12-22 13:52:00,EWL,cleared,,,0.0,,
263,[EWL] CLEARED: Train services between #OutramPark & #Aljunied have resumed.,1:43 PM - 22 Dec 2016,2016-12-22 13:43:00,EWL,cleared,,,10.0,OutramPark,Aljunied
264,[EWL] UPDATE: Free regular bus & free bridging bus services are available between #OutramPark & #Aljunied.,1:36 PM - 22 Dec 2016,2016-12-22 13:36:00,EWL,update,OutramPark,Aljunied,0,None,None
265,[EWL] No train service between #OutramPark & #Aljunied due to a traction power fault near #Bugis.,1:33 PM - 22 Dec 2016,2016-12-22 13:33:00,EWL,update,OutramPark,Aljunied,0,None,None
266,[EWL]CLEARED: Train services from #Aljunied to #Eunos have resumed.,4:24 AM - 22 Dec 2016,2016-12-22 04:24:00,EWL,cleared,,,55.0,OutramPark,Eunos
267,"[EWL]: Due to a track fault, pls add 5 mins travel time from #Aljunied to #Eunos towards #PasirRis. Train service is still available.",4:08 AM - 22 Dec 2016,2016-12-22 04:08:00,EWL,update,Aljunied,Eunos,0,None,None
268,"[EWL]: Due to a track fault, pls add 10 mins travel time from #OutramPark to #Eunos towards #PasirRis. Train service is still available.",3:51 AM - 22 Dec 2016,2016-12-22 03:51:00,EWL,update,OutramPark,Eunos,0,None,None
269,"[EWL]: Due to a track fault, pls add 15 mins travel time from #OutramPark to #Eunos towards #PasirRis. Train service is still available.",3:29 AM - 22 Dec 2016,2016-12-22 03:29:00,EWL,update,OutramPark,Eunos,0,None,None
270,[EWL] CLEARED: Train services between #PasirRis & #OutramPark have resumed.,5:12 PM - 13 Dec 2016,2016-12-13 17:12:00,EWL,cleared,,,0.0,,
271,"[EWL]UPDATE:Fault cleared , trains are progressively returning to normal speed. Pls add 10mins travel time btwn #PasirRis & #OutramPark.",5:01 PM - 13 Dec 2016,2016-12-13 17:01:00,EWL,cleared,,,34.00000000000001,PasirRis,OutramPark
272,[EWL]UPDATE:Pls add 20mins travel time between #PasirRis & #OutramPark due to a signalling fault at #Aljunied. Train svc is still available,4:39 PM - 13 Dec 2016,2016-12-13 16:39:00,EWL,update,PasirRis,OutramPark,0,None,None
273,"[EWL]: Due to a signalling fault, pls add 10mins travel time between #PasirRis & #OutramPark. Train service is still available.",4:27 PM - 13 Dec 2016,2016-12-13 16:27:00,EWL,update,PasirRis,OutramPark,0,None,None
274,"[EWL]UPDATE:Fault cleared, trains are progressively returning to normal speed.",4:18 AM - 6 Dec 2016,2016-12-06 04:18:00,EWL,cleared,,,15.0,CityHall,JurongEast
275,"[EWL]: Due to a track fault near JurongEast, pls add 10 mins travel time from #CityHall to #JurongEast. Train service is still available.",4:03 AM - 6 Dec 2016,2016-12-06 04:03:00,EWL,update,CityHall,JurongEast,0,None,None
276,[EWL] CLEARED: Train services between #BoonLay & #JooKoon have resumed. Free regular bus services have ceased.,3:34 AM - 6 Dec 2016,2016-12-06 03:34:00,EWL,cleared,,,14.0,JurongEast,JooKoon
277,[EWL]UPDATE:Free regular bus are still available btw #Boon Lay & #JooKoon.,3:24 AM - 6 Dec 2016,2016-12-06 03:24:00,EWL,update,Boon,JooKoon,0,None,None
278,[EWL]UPDATE:Free regular bus are still available btw #JurongEast & #JooKoon.,3:20 AM - 6 Dec 2016,2016-12-06 03:20:00,EWL,update,JurongEast,JooKoon,0,None,None
279,[EWL] CLEARED: Train services between #BoonLay & #JooKoon have resumed. Pls add 10mins travel time btwn #JurongEast & #JooKoon.,3:10 AM - 6 Dec 2016,2016-12-06 03:10:00,EWL,cleared,,,10.0,BoonLay,JooKoon
280,[EWL] UPDATE: No train service between #BoonLay & #JooKoon due to a signalling fault at #JooKoon.,3:00 AM - 6 Dec 2016,2016-12-06 03:00:00,EWL,update,BoonLay,JooKoon,0,None,None
281,"[EWL]UPDATE:Track fault cleared, trains are progressively returning to normal speed from #TanahMerah to #Bugis towards #JooKoon",2:25 AM - 18 Nov 2016,2016-11-18 02:25:00,EWL,cleared,,,22.0,Tanah,Bugis
282,"[EWL]UPDATE:Pls add 5 mins travel time from #TanahMerah towards #JooKoon,due to a track fault at #Lavender. Train svc is still available",2:17 AM - 18 Nov 2016,2016-11-18 02:17:00,EWL,update,TanahMerah,JooKoon,0,None,None
283,"[EWL]: Due to a track fault, pls add 10 mins travel time from #Tanah Merah to #Bugis towards #Joo Koon. Train service is still available.",2:03 AM - 18 Nov 2016,2016-11-18 02:03:00,EWL,update,Tanah,Bugis,0,None,None
284,[EWL] CLEARED:Free regular bus services between #Queenstown and #OutramPark have ceased.,4:02 AM - 2 Nov 2016,2016-11-02 04:02:00,EWL,cleared,,,0.0,,
285,"[EWL]UPDATE:Fault cleared, trains are progressively returning to normal speed. Free regular bus services are still available.",3:24 AM - 2 Nov 2016,2016-11-02 03:24:00,EWL,cleared,,,0.0,,
286,[EWL] CLEARED: Train services from #Queenstown towards #OutramPark have resumed. Train are progressively return to normal speed.,3:20 AM - 2 Nov 2016,2016-11-02 03:20:00,EWL,cleared,,,32.00000000000001,Queenstown,Outram
287,[EWL]UPDATE: No train service from #Queenstown to #Outram Park towards PasirRis.Free regular bus still available.,3:12 AM - 2 Nov 2016,2016-11-02 03:12:00,EWL,update,Queenstown,Outram,0,None,None
288,[EWL] UPDATE: Free regular bus services are available between #Queenstown and  #OutramPark.,2:52 AM - 2 Nov 2016,2016-11-02 02:52:00,EWL,update,Queenstown,OutramPark,0,None,None
289,"[EWL]No train service from #Queenstown to #Outram Park towards PasirRis,due to a train fault at #TiongBharu.Est resumption time: 18:10hrs.",2:48 AM - 2 Nov 2016,2016-11-02 02:48:00,EWL,update,Queenstown,Outram,0,None,None
290,"[EWL] UPDATE: Fault cleared,Train service is running normally from #PasirRis to #JooKoon.",8:45 PM - 26 Oct 2016,2016-10-26 20:45:00,EWL,cleared,,,182.0,PasirRis,Bugis
291,"[EWL]Update:Due to a track fault, pls add 5 mins travel time from #PasirRis to #Bugis towards #JooKoon. Train service is still available.",8:32 PM - 26 Oct 2016,2016-10-26 20:32:00,EWL,update,PasirRis,Bugis,0,None,None
292,"[EWL]UPDATE:Due to a track fault near #Bugis, pls add 5 mins travel time from #PasirRis towards #JooKoon. Train svc is still available.",8:05 PM - 26 Oct 2016,2016-10-26 20:05:00,EWL,update,PasirRis,JooKoon,0,None,None
293,"[EWL]UPDATE:Due to a track fault near #Bugis, pls add 10 mins travel time from #PasirRis towards #JooKoon. Train svc is still available.",7:48 PM - 26 Oct 2016,2016-10-26 19:48:00,EWL,update,PasirRis,JooKoon,0,None,None
294,"[EWL]Update:Due to a track fault, pls add 15 mins travel time from #PasirRis to #Bugis towards #JooKoon. Train service is still available.",7:26 PM - 26 Oct 2016,2016-10-26 19:26:00,EWL,update,PasirRis,Bugis,0,None,None
295,"[EWL]Update:Due to a track fault, pls add 25 mins travel time from #PasirRis to #Bugis towards #JooKoon. Train service is still available.",7:02 PM - 26 Oct 2016,2016-10-26 19:02:00,EWL,update,PasirRis,Bugis,0,None,None
296,"[EWL]UPDATE:Pls add 25 mins travel time from #PasirRis towards #JooKoon,due to a track fault at #Bugis. Train svc is still available",6:22 PM - 26 Oct 2016,2016-10-26 18:22:00,EWL,update,PasirRis,JooKoon,0,None,None
297,"[EWL]UPDATE:Pls add 20 mins travel time from #PasirRis towards #JooKoon,due to a track fault at #Bugis. Train svc is still available",6:05 PM - 26 Oct 2016,2016-10-26 18:05:00,EWL,update,PasirRis,JooKoon,0,None,None
298,"[EWL]: Due to a track fault, pls add 15 mins travel time from #PasirRis to #Bugis towards #JooKoon. Train service is still available.",5:43 PM - 26 Oct 2016,2016-10-26 17:43:00,EWL,update,PasirRis,Bugis,0,None,None
299,[EWL] CLEARED: Free regular bus services have ceased.,5:43 PM - 20 Oct 2016,2016-10-20 17:43:00,EWL,cleared,,,0.0,,
300,[EWL] CLEARED: Train services from #Queenstown to #JurongEast have resumed. Free regular bus services is still available.,5:23 PM - 20 Oct 2016,2016-10-20 17:23:00,EWL,cleared,,,37.0,Queenstown,JurongEast
301,[EWL] UPDATE: Free regular bus services are still available between #Queenstown and #JurongEast.,4:46 PM - 20 Oct 2016,2016-10-20 16:46:00,EWL,update,Queenstown,JurongEast,0,None,None
302,"[EWL]UPDATE:Fault cleared, trains are progressively returning to normal speed. Pls cater 10mins travel time from #Queenstown to #JurongEast.",4:44 PM - 20 Oct 2016,2016-10-20 16:44:00,EWL,cleared,,,43.0,Queenstown,JurongEast
303,"[EWL]: Due to an earlier train fault, pls cater 15 mins travel time from #Queenstown to #JurongEast towards #JooKoon.",4:31 PM - 20 Oct 2016,2016-10-20 16:31:00,EWL,update,Queenstown,JurongEast,0,None,None
304,[EWL] UPDATE: Free regular bus services are available between #Queenstown and #JurongEast. Updated resumption time at 7:30am.,4:16 PM - 20 Oct 2016,2016-10-20 16:16:00,EWL,update,Queenstown,JurongEast,0,None,None
305,"[EWL]: Due to a train fault, pls add 20 mins travel time from #Queenstown to #JurongEast towards #JooKoon. Train service is still available.",4:01 PM - 20 Oct 2016,2016-10-20 16:01:00,EWL,update,Queenstown,JurongEast,0,None,None
306,[EWL] CLEARED: Normal train service has resumed from #TanahMerah to #Bugis.,6:03 AM - 18 Oct 2016,2016-10-18 06:03:00,EWL,cleared,,,115.0,TanahMerah,Bugis
307,[EWL]UPDATE:Additional travel time has been reduced to 5mins from #TanahMerah to #Bugis. Train svc is still available.,5:38 AM - 18 Oct 2016,2016-10-18 05:38:00,EWL,update,TanahMerah,Bugis,0,None,None
308,[EWL]UPDATE:Additional travel time remained at 10mins from #TanahMerah to #Bugis. Train svc is still available.,5:27 AM - 18 Oct 2016,2016-10-18 05:27:00,EWL,update,TanahMerah,Bugis,0,None,None
309,[EWL]UPDATE:Additional travel time has been reduced to 10mins from #TanahMerah to #Bugis. Train svc is still available.,5:04 AM - 18 Oct 2016,2016-10-18 05:04:00,EWL,update,TanahMerah,Bugis,0,None,None
310,"[EWL]Update:Due to track fault, pls add 20 mins travel time from #TanahMerah to #Bugis towards #JooKoon. Train service is still available.",4:27 AM - 18 Oct 2016,2016-10-18 04:27:00,EWL,update,TanahMerah,Bugis,0,None,None
311,"[EWL]: Due to a track fault, pls add 10 mins travel time from #TanahMerah to #Bugis towards #JooKoon. Train service is still available.",4:08 AM - 18 Oct 2016,2016-10-18 04:08:00,EWL,update,TanahMerah,Bugis,0,None,None
312,[EWL] CLEARED: Normal train services from #OutramPark to #Eunos towards #PasirRis has resumed.,7:21 PM - 5 Oct 2016,2016-10-05 19:21:00,EWL,cleared,,,50.0,Outram,Eunos
313,[EWL] UPDATE: Pls cater 10 mins additional travel time from #OutramPark to #Eunos towards Pasir Ris. We are working to recover service.,7:09 PM - 5 Oct 2016,2016-10-05 19:09:00,EWL,update,OutramPark,Eunos,0,None,None
314,[EWL] UPDATE: Pls cater 15 mins additional travel time from #OutramPark towards #Eunos due to a track fault.,6:41 PM - 5 Oct 2016,2016-10-05 18:41:00,EWL,update,OutramPark,Eunos,0,None,None
315,[EWL]: Pls cater  10 mins additional travelling time from #Outram Park to #Eunos towards #PasirRis due to a track fault.,6:31 PM - 5 Oct 2016,2016-10-05 18:31:00,EWL,update,Outram,Eunos,0,None,None
316,[EWL] CLEARED: Free regular bus service between #BoonLay & #JooKoon has ceased.,8:21 AM - 11 Aug 2016,2016-08-11 08:21:00,EWL,cleared,,,4.000000000000001,BoonLay,JooKoon
317,"[EWL] UPDATE: Due to earlier track fault, pls expect additional 15 mins traveling time between #BoonLay & #JooKoon.",8:17 AM - 11 Aug 2016,2016-08-11 08:17:00,EWL,update,BoonLay,JooKoon,0,None,None
318,[EWL] CLEARED: Train service from #BoonLay to #JooKoon resumed. Free regular bus is still available.,7:46 AM - 11 Aug 2016,2016-08-11 07:46:00,EWL,cleared,,,19.0,BoonLay,JooKoon
319,[EWL] Update: No train service between #BoonLay and #JooKoon due to track fault. Free regular bus service is available.,7:34 AM - 11 Aug 2016,2016-08-11 07:34:00,EWL,update,BoonLay,JooKoon,0,None,None
320,[EWL]: Estimate 20mins additional travelling time from #BoonLay to #JooKoon towards #JooKoon due to a track fault.,7:27 AM - 11 Aug 2016,2016-08-11 07:27:00,EWL,update,BoonLay,JooKoon,0,None,None
321,[EWL] CLEARED: Free regular bus & free shuttle bus services have ceased.,7:20 PM - 1 Aug 2016,2016-08-01 19:20:00,EWL,cleared,,,0.0,,
322,[EWL] CLEARED: Train service between #BoonLay and #JooKoon has resumed. Free regular bus & free shuttle bus services are available.,6:37 PM - 1 Aug 2016,2016-08-01 18:37:00,EWL,cleared,,,43.0,BoonLay,JooKoon
323,[EWL] UPDATE: No train service between #BoonLay and #JooKoon due to a track fault. Expected resumption time: 9:30am.,6:22 PM - 1 Aug 2016,2016-08-01 18:22:00,EWL,update,BoonLay,JooKoon,0,None,None
324,[EWL] UPDATE: Free regular bus & free shuttle bus services are available between #BoonLay and #JooKoon.,6:11 PM - 1 Aug 2016,2016-08-01 18:11:00,EWL,update,BoonLay,JooKoon,0,None,None
325,[EWL] UPDATE: No train service between #BoonLay and #JooKoon due to a track fault.,5:54 PM - 1 Aug 2016,2016-08-01 17:54:00,EWL,update,BoonLay,JooKoon,0,None,None
326,[EWL] CLEARED: Train services between #Bugis and #PasirRis have resumed.,3:12 AM - 31 Jul 2016,2016-07-31 03:12:00,EWL,cleared,,,0.0,,
327,"[EWL] Update: Fault has been cleared. However, trains maybe travelling at a slower speed.",2:48 AM - 31 Jul 2016,2016-07-31 02:48:00,EWL,cleared,,,54.0,Bugis,PasirRis
328,[EWL] UPDATE: Estimated 10 mins additional travelling time between #Bugis and #PasirRis. We are working to recover service.,2:37 AM - 31 Jul 2016,2016-07-31 02:37:00,EWL,update,Bugis,PasirRis,0,None,None
329,[EWL]: Estimate 15mins additional travelling time between #Bugis and #PasirRis due to platform doors fault.,1:54 AM - 31 Jul 2016,2016-07-31 01:54:00,EWL,update,Bugis,PasirRis,0,None,None
330,[EWL] Cleared: train service from Cityhall to JooKoon Westbound is running normally.,6:42 PM - 19 Jul 2016,2016-07-19 18:42:00,EWL,cleared,,,0.0,,
331,[EWL] CLEARED: Free regular bus service between #JooKoon and #BoonLay has ceased.,1:53 AM - 2 May 2016,2016-05-02 01:53:00,EWL,cleared,,,16.000000000000004,JooKoon,BoonLay
332,[EWL]: Free regular bus service is still available between #JooKoon and #BoonLay.,1:37 AM - 2 May 2016,2016-05-02 01:37:00,EWL,update,JooKoon,BoonLay,0,None,None
333,[EWL] CLEARED: Train service has resumed between #JooKoon and #BoonLay.,1:33 AM - 2 May 2016,2016-05-02 01:33:00,EWL,cleared,,,49.0,JooKoon,BoonLay
334,[EWL]: Free regular bus service is available between #JooKoon and #BoonLay.,12:48 AM - 2 May 2016,2016-05-02 00:48:00,EWL,update,JooKoon,BoonLay,0,None,None
335,"[EWL]: Due to a train fault, there is no train service between #JooKoon and #BoonLay in both bounds. Expected resumption time will be 4.05pm",12:44 AM - 2 May 2016,2016-05-02 00:44:00,EWL,update,JooKoon,BoonLay,0,None,None
336,[NSL] CLEARED: Train svcs from #AngMoKio to #RafflesPlace are running normally now.,6:17 PM - 18 Feb 2018,2018-02-18 18:17:00,NSL,cleared,,,108.0,AngMoKio,RafflesPlace
337,"[NSL] UPDATE: Due to on going track improvement work, please add 10mins train travel time from #AngMoKio to #RafflesPlace.",6:01 PM - 18 Feb 2018,2018-02-18 18:01:00,NSL,update,AngMoKio,RafflesPlace,0,None,None
338,"[NSL] : Due to on going track improvement work, please add 15mins train travel time from #AngMoKio to #RafflesPlace.",4:29 PM - 18 Feb 2018,2018-02-18 16:29:00,NSL,update,AngMoKio,RafflesPlace,0,None,None
339,[NSL] CLEARED: Train svcs from #AngMoKio to #RafflesPlace are running normally now.,6:07 PM - 13 Feb 2018,2018-02-13 18:07:00,NSL,cleared,,,262.00000000000006,AngMoKio,RafflesPlace
340,"[NSL Update]: Due to maintenance work, trains are travelling slower near #RafflesPlace. Please add 10mins additional train travel time from #AngMoKio to #Raffles Place before 10am on Wed, 14 Feb.",5:04 PM - 13 Feb 2018,2018-02-13 17:04:00,NSL,update,AngMoKio,Raffles,0,None,None
341,"[NSL]: Due to maintenance work, south-bound trains are travelling slower near #RafflesPlace. Please add 20mins additional train travel time from #AngMoKio to #RafflesPlace before 10am on Wed, 14 Feb.",1:45 PM - 13 Feb 2018,2018-02-13 13:45:00,NSL,update,AngMoKio,RafflesPlace,0,None,None
342,"[NSL] UPDATE: Fault cleared, train svcs from #AngMoKio to #RafflesPlace are running normally now.",6:38 PM - 6 Feb 2018,2018-02-06 18:38:00,NSL,cleared,,,34.00000000000001,AngMoKio,RafflesPlace
343,"[NSL] UPDATE: Due to on going track improvement work, please add 5mins train travel time from #AngMoKio to #RafflesPlace.",6:04 PM - 6 Feb 2018,2018-02-06 18:04:00,NSL,update,AngMoKio,RafflesPlace,0,None,None
344,"[NSL] UPDATE: Fault cleared, train svcs are progressively being restored. Pls add 10mins train travel time from #AngMoKio to #RafflesPlace",5:18 PM - 6 Feb 2018,2018-02-06 17:18:00,NSL,cleared,,,0.0,,
345,"[NSL] UPDATE: Fault cleared, train svcs are progressively being restored. Pls add 10mins train travel time from #AngMoKio to #RafflesPlace.",4:46 PM - 6 Feb 2018,2018-02-06 16:46:00,NSL,cleared,,,32.00000000000001,AngMoKio,RafflesPlace
346,"[NSL]: Due to a signalling fault, pls add 15mins train travel time from #AngMoKio to #RafflesPlace towards #MarinaSouthPier.",4:14 PM - 6 Feb 2018,2018-02-06 16:14:00,NSL,update,AngMoKio,RafflesPlace,0,None,None
347,[NSL] CLEARED: Free regular bus svcs between #ChoaChuKang & #Woodlands has ceased. Train service on North South Line had progressively returning to normal.,7:42 AM - 25 Dec 2017,2017-12-25 07:42:00,NSL,cleared,,,59.0,Choa,Woodlandwill
348,[NSL]UPDATE:Train services resumed. Pls expect add 20mins train travel time btwn  #ChoaChuKang and #Woodlands. Free regular bus services are still available between #ChoaChuKang and #Woodlands.,7:22 AM - 25 Dec 2017,2017-12-25 07:22:00,NSL,update,ChoaChuKang,Woodlands,0,None,None
349,"[NSL]: Due to a signalling fault at Yew Tee station, train services btwn #ChoaChuKang and #Woodlands will be delay for about 30 mins. Free regular bus service is available between #Choa Chu Kang and #Woodlands.",6:53 AM - 25 Dec 2017,2017-12-25 06:53:00,NSL,update,ChoaChuKang,Woodlands,0,None,None
350,"[NSL]: Due to a signalling fault at Yew Tee station, train services btwn #Choa Chu Kang and #Woodlandwill be delay for about 30 mins. Free regular bus service is available between #Choa Chu Kang and #Woodland.",6:43 AM - 25 Dec 2017,2017-12-25 06:43:00,NSL,update,Choa,Woodlandwill,0,None,None
351,[NSL]: Train service on the NSL is running normally.,12:44 PM - 15 Nov 2017,2017-11-15 12:44:00,NSL,cleared,,,0.0,,
352,[NSL] update: Train service on North South Line has running normally now.,6:18 AM - 15 Nov 2017,2017-11-15 06:18:00,NSL,cleared,,,105.0,Yishun,MarinaSouthPier
353,"[NSL] UPDATE: Due to fewer trains serving the NSL tmr, pls add 40mins train travel time. Free bridging bus svcs from #Yishun to #MarinaSouthPier (one way) and free regular bus svcs between #Yishun and #MarinaSouthPier (both directions) are avail from the start of train service.",4:33 AM - 15 Nov 2017,2017-11-15 04:33:00,NSL,update,Yishun,MarinaSouthPier,0,None,None
354,[NSL] UPDATE: Free regular bus and bridging bus services between #Bishan and #Yishun have ended.,4:19 AM - 15 Nov 2017,2017-11-15 04:19:00,NSL,cleared,,,194.0,Bishan,Yishun
355,[NSL] UPDATE: Pls add 40 mins train travel time when commuting on the NSL. Free bridging bus services from #Bishan to #Yishun (one way) and free regular bus services btwn #Bishan and #Yishun (both directions) are still avail. Commuters are advised to take alternative train lines.,2:29 AM - 15 Nov 2017,2017-11-15 02:29:00,NSL,update,Bishan,Yishun,0,None,None
356,[NSL] UPDATE: Pls add 25 mins train travel time when commuting on the NSL. Free bridging bus services from #Bishan to #Yishun (one way) and free regular bus services btwn #Bishan and #Yishun (both directions) are available. Pls seek alternative transport: http://bit.ly/2iz2Ezz .,1:45 AM - 15 Nov 2017,2017-11-15 01:45:00,NSL,update,Bishan,Yishun,0,None,None
357,"[NSL]: Due to fewer trains serving the NSL this evening, please cater additional 15 minutes train travel time. Free bridging bus services from #Bishan to #Yishun (one way) and free regular bus services between #Bishan and #Yishun (both directions) are available.",1:05 AM - 15 Nov 2017,2017-11-15 01:05:00,NSL,update,Bishan,Yishun,0,None,None
358,[NSL] CLEARED: Free regular bus svcs have ended.,2:32 PM - 9 Nov 2017,2017-11-09 14:32:00,NSL,cleared,,,0.0,,
359,[NSL] CLEARED: Train svc from #Yishun to #AngMoKio have resumed. Free regular bus svcs is still available from #Yishun to #AngMoKio.,2:17 PM - 9 Nov 2017,2017-11-09 14:17:00,NSL,cleared,,,14.0,Yishun,AngMoKio
360,[NSL] UPDATE: Free regular bus svcs from #Yishun to #AngMoKio. Our station staff will assist.,2:06 PM - 9 Nov 2017,2017-11-09 14:06:00,NSL,update,Yishun,AngMoKio,0,None,None
361,"[NSL]:Due to a train fault, pls add 20mins train travel time from #Yishun to #AngMoKio. (Not linked to new signalling project).",2:03 PM - 9 Nov 2017,2017-11-09 14:03:00,NSL,update,Yishun,AngMoKio,0,None,None
362,[NSL] CLEARED: Train svcs btwn #AngMoKio and #Bishan have resumed. Free regular bus svcs have ended.,4:07 PM - 26 Oct 2017,2017-10-26 16:07:00,NSL,cleared,,,0.0,,
363,[NSL] Update: Train svcs btwn AngMoKio & Bishan have resumed. Free regular bus svcs is still available between AngMoKio & MarinaSouthPier.,3:34 PM - 26 Oct 2017,2017-10-26 15:34:00,NSL,cleared,,,38.0,AngMoKio,Bishan
364,[NSL] UPDATE: Free regular bus svcs btwn #AngMoKio and #MarinaSouthPier.,3:14 PM - 26 Oct 2017,2017-10-26 15:14:00,NSL,update,AngMoKio,MarinaSouthPier,0,None,None
365,[NSL] UPDATE: Free regular bus svcs btwn #Bishan and #MarinaSouthPier.,3:09 PM - 26 Oct 2017,2017-10-26 15:09:00,NSL,update,Bishan,MarinaSouthPier,0,None,None
366,"[NSL]: Due to a track fault, pls add 20mins train travel time from #AngMoKio to #Bishan towards #MarinaSouthPier.",2:56 PM - 26 Oct 2017,2017-10-26 14:56:00,NSL,update,AngMoKio,Bishan,0,None,None
367,[NSL] CLEARED: Train services from #Yishun to #ToaPayoh have resumed. Free bus and bridging bus services have ended.,7:13 PM - 24 Oct 2017,2017-10-24 19:13:00,NSL,cleared,,,313.0,Yishun,ToaPayoh
368,[NSL] UPDATE: Please add 10mins train travel time from #Yishun to #ToaPayoh. Free bus & bridging bus services are available.,5:05 PM - 24 Oct 2017,2017-10-24 17:05:00,NSL,update,Yishun,ToaPayoh,0,None,None
369,"[NSL] UPDATE: Due to a track fault, trains to city will travel slower btwn #AngMoKio & #Bishan. Free bus and bridging bus svcs are avail.",2:54 PM - 24 Oct 2017,2017-10-24 14:54:00,NSL,update,AngMoKio,Bishan,0,None,None
370,"[NSL]: Due to a track fault, pls add 20mins train travel time from #Yishun to #ToaPayoh SouthBound. (Not linked to new signalling project).",2:00 PM - 24 Oct 2017,2017-10-24 14:00:00,NSL,update,Yishun,ToaPayoh,0,None,None
371,[NSL] CLEARED: Free regular bus and bridging bus services have ended.,11:17 PM - 7 Oct 2017,2017-10-07 23:17:00,NSL,cleared,,,0.0,,
372,[NSL] UPDATE: Train services in both directions btwn #AngMoKio & #Newton have resumed. Free bus & bridging bus svcs are still available.,10:52 PM - 7 Oct 2017,2017-10-07 22:52:00,NSL,cleared,,,517.0000000000001,AngMoKio,Newton
373,[NSL] UPDATE: Our teams are working on cleaning and testing trackside equipment btwn #AngMoKio and #Newton before train services resume.,7:22 PM - 7 Oct 2017,2017-10-07 19:22:00,NSL,update,AngMoKio,Newton,0,None,None
374,[NSL] UPDATE:Commuters travelling from the North towards town can take other train lines - CCL at #Bishan or transfer to EWL at #JurongEast.,6:26 PM - 7 Oct 2017,2017-10-07 18:26:00,NSL,update,Bishan,JurongEast,0,None,None
375,[NSL] UPDATE: Free bus & bridging bus svcs are avail btwn #Newton & #Ang Mo Kio. Our staff at bus boarding points will assist you.,5:33 PM - 7 Oct 2017,2017-10-07 17:33:00,NSL,update,Newton,Ang,0,None,None
376,[NSL] UPDATE: We are unable to resume train svcs btwn #Newton & #AngMoKio stations till further notice as works require more time.,5:32 PM - 7 Oct 2017,2017-10-07 17:32:00,NSL,update,Newton,AngMoKio,0,None,None
377,[NSL] UPDATE: Train services from #JurongEast to #AngMoKio and #Newton to #MarinaSouthPier in both directions are available.,2:28 PM - 7 Oct 2017,2017-10-07 14:28:00,NSL,update,JurongEast,AngMoKio,0,None,None
378,[NSL]:Train svcs btwn #AngMoKio and #Newton both directions are not avail. Free regular and bridging bus svcs along affected stns are avail.,2:17 PM - 7 Oct 2017,2017-10-07 14:17:00,NSL,update,AngMoKio,Newton,0,None,None
379,[NSL]: Free regular bus & bridging bus svcs are available btwn #AngMoKio and #Newton. Bus guides available here: http://bit.ly/2rMan0V ,2:15 PM - 7 Oct 2017,2017-10-07 14:15:00,NSL,update,AngMoKio,Newton,0,None,None
380,[NSL]: No train svc btwn #AngMoKio & #Newton due to flooding in tunnel. Pls seek alternative transport.,2:15 PM - 7 Oct 2017,2017-10-07 14:15:00,NSL,update,AngMoKio,Newton,0,None,None
381,[NSL] UPDATE: Free regular & bridging bus svcs btwn #Orchard and #MarinaSouthPier have ended while btwn #AngMoKio and #Orchard are avail.,8:06 AM - 7 Oct 2017,2017-10-07 08:06:00,NSL,cleared,,,91.0,AngMoKio,MarinaSouthPier
382,[NSL] UPDATE: Train svcs btwn #AngMoKio and #Newton in both directions are not avail till end of svc. We're working to resume svcs for Sun.,7:46 AM - 7 Oct 2017,2017-10-07 07:46:00,NSL,update,AngMoKio,Newton,0,None,None
383,[NSL] UPDATE: Free regular bus & bridging bus svcs btwn #AngMoKio and #MarinaSouthPier are still avail. Bus guides: http://bit.ly/2rMan0V ,6:35 AM - 7 Oct 2017,2017-10-07 06:35:00,NSL,update,AngMoKio,MarinaSouthPier,0,None,None
384,[NSL] UPDATE: Train svcs btwn #Newton & #MarinaSouthPier have resumed. There is no train svc btwn #AngMoKio & #Newton.,6:30 AM - 7 Oct 2017,2017-10-07 06:30:00,NSL,cleared,,,234.0,Bishan,ToaPayoh
385,[NSL] UPDATE: Free regular bus & bridging bus svcs btwn #AngMoKio and #MarinaSouthPier. Bus guides available here: http://bit.ly/2rMan0V ,5:13 AM - 7 Oct 2017,2017-10-07 05:13:00,NSL,update,AngMoKio,MarinaSouthPier,0,None,None
